source	replies	label
Does the new coronavirus affect older people, or are younger people also susceptible? https://t.co/Z0Afo3IR6x	Can an ultraviolet disinfection lamp kill the new coronavirus? https://t.co/CXC3Arul1R<EOS>Can regularly rinsing your nose with saline help prevent infection with the new coronavirus? https://t.co/ksAXBDKQsb<EOS>Can eating garlic help prevent infection with the new coronavirus? https://t.co/o8PgRHzZ5A<EOS>Are antibiotics effective in preventing and treating the new coronavirus? https://t.co/rPb8ChbVAC<EOS>Are there any specific medicines to prevent or treat the new coronavirus? https://t.co/zDYg0uIs8B<EOS>	nonrumour
that enriches our knowledge about  what is a coronavirus, what is its pathology /physiology mode of Transmission, what actually is needed to do and what not to do, How to enhance our immunity? Just want to not only rely on Whatsapp msgs and Facebook posts(that are 90% fake) 4/7	Online classes and Pakistan  Many countries are doing their best to control this virus But despite that, we are failing to overcome the panic situation that is created everywhere as we are going through an uncontrolled increase in the number of patients day by day 1/7  #COVIDー19<EOS>What is the reason behind?  Yes, of course, all the credit goes to our behavior we are ignoring government's lockdown guidelines for CORONAVIRUS? Ok, we appreciate HEC decision to continue Online classes, but here is the problem 2/7 #COVIDー19<EOS>All we get about a current pandemic is no more than scattered knowledge Being a student all we expect to know was a direct insight into the ongoing situation. I wanna humbly request @hecpkofficial to no matter continue online classes must include a course for every  student 3/7<EOS>As a responsible nation, every field should participate and do their best to overcome this pandemic situation, HEC should advise all the universities to conduct lectures on coronavirus from respective experts, and should sum up these lectures in the form of course 5/7 #COVIDー19<EOS>What is #coronavirus , its pathophysiology? Why social distancing is important? A diet that boost immunity etc so we students(regardless of our field) could be able to counsel their parents, relatives, friends, and workers 6/7 #COVIDー19<EOS>This is all how we can contribute as a student for the betterment of Pakistan May Allah bless our country ❤️❤️ Aameen !! #COVIDー19<EOS>	nonrumour
What is herd immunity and could it work with COVID-19? #coronavirus #COVID19 https://t.co/PbOnk4QuzD https://t.co/2BkfaYyR04	@StarAdvertiser No, not a good idea as it's a new virus and reacts too many different ways to understand if the imunity works.<EOS>	nonrumour
“Exposing yourself to the sun or to temperatures higher than 25C degrees DOES NOT prevent the coronavirus disease (COVID-19)” Source: @WHO https://t.co/Z0Rf4D45vj #factsmatter #factchecking https://t.co/qrym9KpzSv https://t.co/wgqIjmf4dJ	@susanamas Well, sure, if you trust the WHO.<EOS>@davidreevely Not funny.<EOS>	nonrumour
#BewareOfCOVID19 Can eating garlic help prevent infection with the new coronavirus?  Garlic is a healthy food that may have some antimicrobial properties. However, there is no evidence from the current outbreak that eating garlic has protected people from the new coronavirus.	@JaweriaNoor0 We will not get evidence, but things which increases immunity are a good diet<EOS>	nonrumour
	rumour
Hewlett-Packard announces it will break in two http://t.co/RUZ9LMw0Ll	“@WSJ: Hewlett-Packard announces it will break in two http://t.co/1fOAJH2lmA” @pgranadi<EOS>@WSJ will it's gut spill out filled with microchips<EOS>@WSJ isn't this how these two companies started out?  Great idea the merger...<EOS>“@WSJ: Hewlett-Packard announces it will break in two http://t.co/3cBuWnoUnU” #business #law #HP<EOS>@WSJ    LOL   Could #Apotheker have done how long ago...??  #HP_Management_Wisdom<EOS>“@WSJ:Hewlett-Packard announces it will break in 2 http://t.co/mD3p6hScCE” Doesn't look like there's a Division where @HPAutonomy would fit!<EOS>@WSJ    http://t.co/vfXucff1vV<EOS>@WSJ @eastwestchic @ShiraOvide why can't those crazy kids work it out.<EOS>	nonrumour
#4 Can eating garlic help prevent infection with the new coronavirus? Garlic is a healthy food that may have some antimicrobial properties. However, there is no evidence from the current outbreak that eating garlic has protected people from the new coronavirus. https://t.co/47jMMr60fS	A little introduction from Rhodes Island. https://t.co/RXLW9Eddgi<EOS>#1  COVID-19 is spreading in many countries that do not have 5G mobile networks.  COVID-19 is spread through respiratory droplets when an infected person coughs, sneezes or speaks. People can also be infected by touching a contaminated surface and then their eyes, mouth or nose. https://t.co/nWVjBu3ijA<EOS>#3  Your normal body temperature remains around 36.5°C to 37°C, regardless of the temperature of your bath or shower. The best way to protect yourself against COVID-19 is by frequently cleaning your hands. https://t.co/Cyv0SmvI3Z<EOS>#5  You can catch COVID-19, no matter how sunny or hot the weather is. Countries with hot weather have reported cases of COVID-19. To protect yourself, make sure you clean your hands frequently and thoroughly and avoid touching your eyes, mouth, and nose. https://t.co/JkJ1p3SlHO<EOS>Thank you for reading!  Here's the link to the full list: https://t.co/nUIypaRhxu https://t.co/mFsQuzvngm<EOS>	nonrumour
I'm scared 🙁 I'm feeling weird. What are the symptoms of COVID-19 again??	@omorin_ola Guy shut up 😂  You are stressed<EOS>@Blersin_vo Amen<EOS>@omorin_ola Same as those of being broke. Lol.<EOS>@omorin_ola Just relax dear! Be careful and be safe that's all🙂<EOS>@AdebolaIposu Thanks<EOS>@omorin_ola Not just u o<EOS>	nonrumour
WHO : Q&amp;A on coronaviruses (COVID-19) / How long is the incubation period for COVID-19?/ https://t.co/Yxha5qkHtI  韓国の新型コロナ対策本部（中央防疫対策本部）の定例記者会見（3/26） https://t.co/oBpNoOwnfs	新型ウイルス “発症２日前から濃厚接触の判定を” 中国研究者 | NHKニュース / https://t.co/s1RicsXE1D  WHOツイート/ https://t.co/6OQMknEFNE  「嗅覚や味覚を失ったら新型コロナ感染の可能性高い」hankyoreh japan /  https://t.co/9S5jjqWhMd<EOS>	nonrumour
@moody_dc @devin101 @clay_reece @DanielNewman If that’s what it was truly about, what have these people done to protest the government spying on them? Do the 4th and 14th amendments mean nothing? This isn’t about rights, there’s no logical consistency. These reopen events are the result of an astroturfing campaign.	The fact all the GUNMEN are WHITE and not being Detained While basically holding senators hostage scared for their lives, says everything! African Americans have been stopped at that building for having fingernail clippers. Trump commanded to “Liberate Michigan” ..now this<EOS>@DanielNewman Or this shows what a well armed militia can accomplish.<EOS>@clay_reece @DanielNewman The key word is well-regulated. A bunch of white thugs trying to effect change through fear is not a well-regulated protest. Nor is protesting the lack of ability to go to a bar or a hair salon during a pandemic an exercise of freedom. It is narcissistic terrorism.<EOS>@devin101 @clay_reece @DanielNewman It is exactly what freedom is. You can try to diminish it all you want but it's about the Gov overstepping and trampling their rights whether you like it or not. We have to listen to your foolishness don't we?<EOS>	nonrumour
	nonrumour
@hellversand @simply_a_sheep @trunzo_veronica @Ilhan Why do we need it?	It’s time for a universal basic income.<EOS>@Ilhan We need a decent minimum wage, but that’s communism what you’re saying here. Please no.<EOS>	nonrumour
	rumour
WHAT is COVID-19?  Sorcery induced Biowarfare.  CoViD -19   COMBINE VALIDATE  CO.   MBINE.  EDI VID MBINEEDI  MAKE    BREAK   INNOVATE to make humans  NEEDY  MAKE a virus BREAK them apart with stupid science INNOVATE nonsense of graphs to cure diseases you might not	...So again 33 is left sandwitched.  So verse (33:33) is   the second verse of EVIDENT SIGNS no. 17 - THE VERSE OF TAHARAH of The Ahlul Bait https://t.co/ulg2NJH3Q5<EOS>Like verse (33:33) they intend to EMASCULATE Muslim men firstly and make you like ‘wives of the prophet’ said ‘Nisaa an-Nabi’ means.   By using verse (33:33) you said was what women should do - stay home quietly and pray at home but PAY money to them, you will be marking...<EOS>..,yourselves emasculated voluntarily, Then they will try to process you till you join Sodom and Gamorrah,  Why do you not believe HOLY WAR against all Abrahamic Religions have been declared in STEALTH?<EOS>Verse (33:33) about STAYING HOME voluntarily for women of the prophet https://t.co/vG5zehUGj6<EOS>...even die from but is more dangerous than EBOLA.  WHY does it kill? Its BIOWARFARE EVIDENT SIGNS NO.10 informs us they have  BIOHAARDOUS MATERIALS NEAR their homes  What about number 19?   Well TAHAJJUD PRAYERS you sleep a bit first for, and then wake up to do past midnight..<EOS>1) Alil Rafaail. 2 units 2) Taubatan Nasuha 4 units 3) Witr 1 unit 4) solatul Layl proper 2 units  Repat 4 times  5) Shafaa prayers  2 units 6) Solat Munajat 2 units  Total= 19 units  Tahajjud Prayers Set is VERY POWERFUL. OF COURSE at Tahajjud too inspiration came last night https://t.co/QwgMPkCsDx<EOS>I the Nisaa an-Nabi bestowed the 40th EVIDENT SIGN last night FORBID anybody with no Divine Aithority to prevent anyone anywhere on earth from their normal lives and scare them with Fables about a virus that is not even that deadly PLUS YOUR MASSIVE NETWORK of agents ..<EOS>...to spread nTERROR about a virus yo created but let people think it is from our Lord The God.  Let me repeat again. OUR LORD THE GOD ALLAH does  not send  diseases tto prevent HEALTHY INDIVIDUALS from accomplishing their religious duty; UPHOLD THE SABBATH<EOS>... I have TAKEN MY TIME.  Insyallah I know how to play your game of Sorcery although I am quite bad because I have to learn as I go while you, TEAM DAJJAL ANTI-CHRIST, is a TEAM OF COWARDS and geniuses.  I am THE WOMAN OF THE APOCALYPSE I wear the Sun and the moon... https://t.co/Dnvupa3mh0<EOS>is under MY feet, not anybody elses.  TIME IS MEASURED BY THE NUMBER OF ROTATIONS OF THE MOON.  I am insyallah the one who constraints the Sun and The Moon https://t.co/qBT3z3G2JA<EOS>Furthermore I took MY TIME and YOUR TIME which I sift to pick and choose which is GOLDEN.  CoViD-19 has no more TIME but UNRAVEL TIME.<EOS>	nonrumour
@marknutter Just for the record, see the WHO advice (under “is there anything I should NOT do?”):  “*In any case, if you have fever, cough and difficulty breathing seek medical care early* to reduce the risk of developing a more severe infection...” (emphasis theirs)  https://t.co/fyElmce3vL	@marknutter Or you sit at home, develop symptoms that need greater care, and die.  The opposite of “don’t panic” is not “don’t go to the doctor”.  It’s certainly not “book a cruise, because screw other people”.<EOS>@marknutter Yuh huh. And nobody’s saying go for a cough. I’m saying your “nothing they can do except in the most severe cases” advice is horseshit.  Most severe means ICU. Plenty of people need medical care at much less extreme levels.<EOS>@marknutter Why do you assume you know better than the vast majority of the world’s public health experts?<EOS>	nonrumour
Woman stabs boyfriend for not liking Instagram selfie fast enough https://t.co/YXQdIuJwlL http://t.co/1pDKANPOr0	@TheValleyReport @peytonerodgers<EOS>@TheValleyReport @maryclairemeyer u<EOS>@TheValleyReport @DaveWeasel whhaaaaaaaaaaaaaa!!!crazy gal<EOS>@TrapChris69 @TheValleyReport LMAO THAT LOOKS NOTHING LIKE ME<EOS>@moongxddess @TheValleyReport I'm scared tbh lol<EOS>@TheValleyReport @Cawfeel well shit...<EOS>@TheValleyReport  @sammy_suarez_  Hahaha yea this would totally happen, I want that lawyer<EOS>@TheValleyReport @passthemstickss please be an Union, please be an Union....<EOS>@TheValleyReport @THEJRB14<EOS>@TheValleyReport She is hot! I got a good Idea where she fits into the Crazy/Hot Matrix!<EOS>@B_RetZisHotSEX that is the biggest lie<EOS>@TheValleyReport @60CarltonSt Totally makes sense.<EOS>@TheValleyReport @DaveWeasel  Cookoo-Cookoo-Cookoo<EOS>@TheValleyReport @MaggieWall_<EOS>@TheValleyReport @senordinosaur WITH A SQUIRREL!!!! AMIRITE???<EOS>@TheValleyReport @GeorgeFaraway amores que matan dice la canción<EOS>@TheValleyReport why are the hot ones so crazy? Cuz God says so. Mysterious ways whatever.<EOS>@TheValleyReport @stockejock holy molly!<EOS>@TheValleyReport @JoshMichalski  I've stabbed my wife for less<EOS>@devinbrockmeier @TheValleyReport SAVAGE 😂<EOS>@RubyRose @TheValleyReport @bryanboy that's crazy and sad😔<EOS>@TheValleyReport @DaveWeasel I don't know about you guys...but she is hot enough, that I would allow ONE stab wound to my body.<EOS>@RubyRose @TheValleyReport @bryanboy wtf http://t.co/r342jCXGwi<EOS>@Chlsy890 count yourself lucky if I like any of them<EOS>@elkins_preston @TheValleyReport tru<EOS>@TheValleyReport @realniggagio I wouldve clicked faster smh<EOS>@TheValleyReport Piper Chapman?<EOS>@TheValleyReport @Melissa__x0xo<EOS>@_SarahSplash @TheValleyReport Cold blooded<EOS>@TheValleyReport @Sassafrantz looks like you (kind of) @pois0nnn<EOS>@TheValleyReport @lesliestar Well guys,the moral of this story is ALWAYS LIKE THE PICTURE OF YOUR WOMAN ALL THE TIME your face will thank u!<EOS>@PadillaMaite lol dead😂😂😂<EOS>@TheValleyReport @Ai_danWilkinson me to you basically<EOS>@jcarrol7 @TheValleyReport you<EOS>.@ThunderThighGap @TheValleyReport What is this the fuck'n Onion?<EOS>@katelynzemlak HAHA something u would do<EOS>@TheValleyReport @DaveWeasel  You make my day Dave Weasel.<EOS>@TheValleyReport @ThunderThighGap  Please stop sending this incorrect troppe around. This a false story. Do a google image search ffs.<EOS>@TheValleyReport @DannyTHUNDAH Sounds completely made up, except people in power being stupid beyond help. That bit sounded true.<EOS>@battytamara @TheValleyReport i THINK it's an Onion king of article :P<EOS>@TheValleyReport it's a fake (but funny) story<EOS>@TheValleyReport @MikeyBalogun 😟😟<EOS>@TheValleyReport @genevievvvee I was about to @ you hut I saw you retwerted 😂<EOS>@RubyRose ily<EOS>@TheValleyReport @NicoleRebou I thought of you when I read this 😂😂<EOS>@TheValleyReport I can only imagine what would have happened if he had misused the new #FacebookReactions…<EOS>@TheValleyReport @grungedbutera THIS IS A JOKE RIGHT OH MYKFSOFD<EOS>.@TheValleyReport Ahem. https://t.co/Xtafr813fj<EOS>“RT @TheValleyReport: Woman stabs boyfriend for not liking Instagram selfie fast enough https://t.co/UUgAJvuqZ9“  Straight SAVAGE<EOS>.@TheValleyReport @LilMissRightie<EOS>@TheValleyReport @DannyTHUNDAH like it harder and faster dammmit!<EOS>@TheValleyReport @AnthonyJDSpyker me<EOS>@TheValleyReport @megsmckeeeee you<EOS>@thevalleyreport Not even a BJ fist :(<EOS>@Hawley81 @TheValleyReport ;)))<EOS>@TheValleyReport @DaveWeasel Well, she IS wearing her @Nike "Just Do It" shirt afterall. What the fuck did he expect?<EOS>Bae RT @TheValleyReport: Woman stabs boyfriend for not liking Instagram selfie fast enough https://t.co/ov8ITQtZsa http://t.co/NjcLTTvjkp<EOS>@TheValleyReport @DaveWeasel golden comments thread on this..<EOS>@TheValleyReport @Sassafrantz not a psycho - honest!<EOS>Ahhh ...(sings*) 🎵 'Memories ... Like the corners of my mind, Sticky, bloody~colored Memories ...'🎵 😒🔪 @TheValleyReport @ThunderThighGap<EOS>@RubyRose @TheValleyReport @bryanboy http://t.co/cj2GOdhBSt<EOS>@RubyRose @TheValleyReport @bryanboy if you read the article you'll figure out its fake haha<EOS>@nosulragal @TheValleyReport ate you freaking kidding me?! What a psycho! And, her "lawyer" sounds just as nuts as she is! Sharpen selfie<EOS>@TheValleyReport @BDGarp  Psycho of the week. / Week 8.<EOS>@TheValleyReport hahaha ohhh  bulshit<EOS>@_SarahSplash @JustinWNS its serious business out here<EOS>@david_kida @TheValleyReport You never like mine, so ya lucky I'm not her 👀<EOS>@TheValleyReport @CulturedRuffian WTF!!!<EOS>RT @TheValleyReport: Woman stabs boyfriend for not liking Instagram selfie fast enough https://t.co/bOjemiwlEG http://t.co/fPzQIvBFqW<EOS>@TheValleyReport There but for the grace of god...<EOS>@giannirobinson_ LMFAO LITERALLY<EOS>@TheValleyReport @_KP24 @MUJosey keep playing<EOS>@TheValleyReport @WillStainsby http://t.co/aepWXrGwkW<EOS>@TheValleyReport @Sassafrantz fair<EOS>@TheValleyReport @DaveWeasel All commenters here should be rounded up &amp; shot. It's the least we could do for the good of the gene pool.<EOS>@TheValleyReport @InTheBush420  me<EOS>@TheValleyReport @KevinKleinLIVE she cray<EOS>@TheValleyReport @Sassafrantz She's a keeper<EOS>@TheValleyReport @BDGarp  She sounds like a sweetheart.<EOS>@TheValleyReport @DaveWeasel it's always the hot ones =p<EOS>@TheValleyReport @DaveWeasel "A selfie-inflicted wound."<EOS>@TheValleyReport @DaveWeasel very dumb girl<EOS>2015. RT @TheValleyReport: Woman stabs boyfriend for not liking Instagram selfie fast enough https://t.co/vzYV0n8avH http://t.co/HGAi731Faz<EOS>@RubyRose please please follow u mean the world 🌏👭🙀<EOS>@TheValleyReport @CulturedRuffian Wife her bruh!<EOS>@TheValleyReport @BiteChewReview Totally crazy!!!<EOS>@TheValleyReport @PettyMan15 "just do it"<EOS>@TheValleyReport @DaveWeasel omg over 3000 retweets I'm so worried about today's society...<EOS>@TheValleyReport @DaveWeasel WTF<EOS>@TheValleyReport @DaveWeasel She could've just texted him a @Bitmoji! (Déjà vu? ☺️) https://t.co/Vc4qupuYAT<EOS>@TheValleyReport humorous<EOS>@TheGunnerfly @Gooner1886gld @TheValleyReport but what he said isn't<EOS>@TheValleyReport makes sense<EOS>@TheValleyReport @DaveWeasel Girls got a point though<EOS>@RubyRose @TheValleyReport @bryanboy wtf😂how's that self defence<EOS>@TheValleyReport @DaveWeasel Is @daxshepard1 okay?!<EOS>@rex_sf @tiepod @TheValleyReport @imBINGnotGOOGLE No he got stabbed for cheating<EOS>@TheValleyReport @DaveWeasel Did she post a photo of him after she stabbed him ?<EOS>@RubyRose i really like you I'm so in love with your caracter,you're my idol. Thanks for everything i'm from germany,you 're too,aren't you?<EOS>@TheValleyReport @Septimus216 better watch out<EOS>1 job. RT @TheValleyReport: Woman stabs boyfriend for not liking Instagram selfie fast enough https://t.co/lOO6kzaOE7 http://t.co/aUnuMjdNXs<EOS>SMH it's not that serious“@TheValleyReport: Woman stabs boyfriend for not liking Instagram selfie fast enough https://t.co/9ZGw5W6JDk”<EOS>@TheValleyReport @DaveWeasel  Good woman. The kind you take home to momma. ;-) ••<EOS>“@TheValleyReport: Woman stabs boyfriend for not liking Instagram selfie fast enough https://t.co/dx9ItjiXTp http://t.co/5wOOfPDYQa” me<EOS>@TheValleyReport @DaveWeasel so he was stab worthy...I seen Seinfeld<EOS>@TheValleyReport @dylandun4<EOS>@TheValleyReport Uh--she's like, trying to stay ahead of the curve 'n' stuff...duh! Why can't he have to follow her lead? EMPATHY!!! ;-D<EOS>@RubyRose @TheValleyReport @bryanboy That is so crazy!<EOS>@heeather_mariee @TheValleyReport @Gisellexdiaz bro dead af<EOS>@TheValleyReport @DaveWeasel This isn't a true story. @TonyBrunoShow @MissRobinAustin @jcorrado19 @LuigiCurto22 #TheTruthTellerCrew 👍🏼😀<EOS>@TheValleyReport @benvincentt I've had close calls with @juliabayz<EOS>@kaynillz us<EOS>@TheValleyReport @BonerIisa Thai is you all over it<EOS>🚶🏾 RT @TheValleyReport: Woman stabs boyfriend for not liking Instagram selfie fast enough https://t.co/BtcJUakLZr http://t.co/9DKpRJL48P<EOS>@Gooner1886gld @TheValleyReport @TheGunnerfly &amp; not all females r like this 😐<EOS>@TheValleyReport @causticbob sounds like a real keeper<EOS>@TheValleyReport delete your account. You aren’t the onion. Not with in a million miles of it.<EOS>@TheValleyReport @cheykenzz what's her Insta she's hot?<EOS>@TheValleyReport @sierram_<EOS>@TheValleyReport is her name Elizabeth. Cuz I know someone who would do that<EOS>@RubyRose I love you so much you are my idol please realize I exist 😍😍😍😘😘<EOS>I would let her shit in my mouf and stab me @TheValleyReport<EOS>@TheValleyReport @GwillyRabbit Hmm #justdoit ;-)<EOS>@KatlynMaupin oh.... 😅😅😅<EOS>“@TheValleyReport:Woman stab boyfriend for not likin Instagram selfie fast enough https://t.co/yXiyBLjYht http://t.co/OgRqShGuBY”wats her @<EOS>@TheValleyReport @dragonstephanie thank you for your patience :)<EOS>@TheValleyReport @Sassafrantz What's really sad is how many people thought it was real!<EOS>@TheValleyReport @Iceman_cometh1 ive read some crackpot stories in my time but this one takes the biscuit..<EOS>@TheValleyReport @DaveWeasel She'll fit right in.<EOS>@TheValleyReport @ElephantBell  - When men hit women I think what weenie's they are for not walking away instead. I feel no differently here<EOS>@TheValleyReport I could see you doing this @hbrodeur18<EOS>😍😍😍 RT @TheValleyReport: Woman stabs boyfriend for not liking Instagram selfie fast enough https://t.co/dxZBHz6uNR http://t.co/aWz5hR4Vfv<EOS>She has taken "instant gratification" a couple of notches too far. @TheValleyReport @DaveWeasel<EOS>@TheValleyReport @ejc That's hot!<EOS>@TheValleyReport @CulturedRuffian ????<EOS>@TheValleyReport @Bockscar2004 - instant gratification..not fast enough!<EOS>@TheValleyReport this is u with me @jaimiepalandro<EOS>@TheValleyReport @YolandavdZee Unreal!<EOS>@TheValleyReport @Sassafrantz she's a keeper.<EOS>@TheValleyReport @julie___xo future you<EOS>@TheValleyReport @DaveWeasel is she Nicaraguan?<EOS>This for #likes on pics? 😳 "@TheValleyReport Woman stabs boyfriend for not liking Instagram selfie fast enough.. http://t.co/2uR0AEcVRh<EOS>@TheValleyReport @CharlieSandss @lilygregoryox<EOS>@TheValleyReport @blawson011<EOS>@TheValleyReport @DaveWeasel  You sure this isn't "The Onion?"<EOS>@TheValleyReport how crazy can women be 😭😭😭<EOS>@TheValleyReport @MeghanDouglass @megwint96<EOS>@RubyRose Ruby, may I ask you a question?❤️<EOS>@TheValleyReport @adamdicosmo this is something I'd do to you<EOS>	rumour
